	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DGRP-57_locus1_chr2R:13905000-13907500_chr2R:13907500-13910000	23.232861702853945	-6.67263750938967	1.4597249894459616	-4.57116070330636	4.850301288283406e-06	0.0009208643445898066
DGRP-57_locus1_chr2R:13915000-13917500_chr2R:13917500-13920000	3.9849167013087063	-4.136836343293058	1.496245377099642	-2.7648114451066848	0.005695570759907791	0.04649867084003069
DGRP-57_locus1_chr2R:13992500-13995000_chr2R:13995000-13997500	4.991729354021024	-4.462647082285818	1.4911622714526231	-2.9927306824484687	0.00276493622473884	0.04423476209630036
DGRP-57_locus1_chr2R:13995000-13997500_chr2R:13997500-14000000	4.495940096711929	-4.303662871389905	1.4864820572773076	-2.8952000128899265	0.003789170110943649	0.0456100280748932
DGRP-57_locus1_chr2R:14047500-14050000_chr2R:14050000-14052500	4.119359487064779	-4.177810099887722	1.4899854144904072	-2.8039268433487203	0.005048435853101045	0.04616608837988087
DGRP-57_locus1_chr2R:14087500-14090000_chr2R:14090000-14092500	5.883053887638585	-4.683490849529361	1.4848547367916243	-3.1541744343619347	0.0016095285072635235	0.04161164315860633
DGRP-57_locus1_chr2R:14320000-14322500_chr2R:14322500-14325000	4.227054525199785	-4.22561731227914	1.504834310830067	-2.808028287146303	0.004984584820593543	0.04616608837988087
DGRP-57_locus1_chr2R:14320000-14322500_chr2R:14337500-14340000	4.108670772837626	3.3132885602869107	0.9916495728581719	3.3411889148877645	0.000834204410475389	0.034816070278295815
DGRP-57_locus1_chr2R:14392500-14395000_chr2R:14397500-14400000	28.748223121097073	-5.503614853664614	1.4570922980087433	-3.7771216423186322	0.00015865125660270132	0.013111526455335516
DGRP-57_locus1_chr2R:14460000-14462500_chr2R:14462500-14465000	4.365217839523045	-4.252120274408375	1.492120197963503	-2.8497169867493346	0.004375814647161756	0.045783427866442274
DGRP-57_locus1_chr2R:14465000-14467500_chr2R:14475000-14477500	46.23492072098181	-5.1827290447348995	1.0383707904239752	-4.991212284215689	6.000150858720667e-07	0.00017562227272373295
DGRP-57_locus1_chr2R:14480000-14482500_chr2R:14482500-14485000	4.861007096832141	-4.417685855870207	1.4843761076197692	-2.9761229874240342	0.002919177664893484	0.044235431899137846
DGRP-57_locus1_chr2R:14595000-14597500_chr2R:14597500-14600000	11.412641161415616	-4.122417079688244	1.4640992395681622	-2.8156677964699686	0.004867597051406757	0.04616608837988087
DGRP-57_locus1_chr2R:14607500-14610000_chr2R:14610000-14612500	4.730284839643257	-4.369982775641084	1.4873489102416306	-2.9381019783254145	0.0033022838068009625	0.0447776088553021
DGRP-57_locus1_chr2R:14622500-14625000_chr2R:14625000-14627500	3.842680834592885	-4.076699372485265	1.4935079847847355	-2.729613376036188	0.006340864138237753	0.04678308388380842
DGRP-57_locus1_chr2R:14887500-14890000_chr2R:14897500-14900000	21.536535162198028	-1.7413409110569629	0.5628377207446473	-3.0938596452866176	0.0019757092938076926	0.04300639823544441
DGRP-57_locus1_chr2R:14927500-14930000_chr2R:14930000-14932500	10.814589724749672	-4.038476026411506	1.4674209828248106	-2.752090963451654	0.005921607009871844	0.04649867084003069
DGRP-57_locus1_chr2R:14930000-14932500_chr2R:14932500-14935000	4.119359487064779	-4.177810099887722	1.4899854144904072	-2.8039268433487203	0.005048435853101045	0.04616608837988087
DGRP-57_locus1_chr2R:14947500-14950000_chr2R:14950000-14952500	5.1800196588446	-4.515626184122065	1.489621463338251	-3.031391729548874	0.0024342920549735715	0.04358674109157012
DGRP-57_locus1_chr2R:15082500-15085000_chr2R:15090000-15092500	4.918575144466833	-4.426479974965744	1.4861794381730493	-2.9784290249683356	0.0028973012269824625	0.044235431899137846
DGRP-57_locus1_chr2R:15137500-15140000_chr2R:15145000-15147500	20.22393735424393	-6.470768253577009	1.4613899469321512	-4.427817686279343	9.519130773859083e-06	0.0014993997173618249
DGRP-57_locus1_chr2R:15220000-15222500_chr2R:15222500-15225000	4.2307750537669735	-4.213212520000023	1.4889283048054107	-2.829694691411385	0.004659244230524574	0.045947470688034
DGRP-57_locus1_chr2R:15372500-15375000_chr2R:15375000-15377500	31.71817964664298	1.3821535860981748	0.3457119251412255	3.997992217172018	6.388205113121436e-05	0.006621991428145977
DGRP-57_locus1_chr2R:15552500-15555000_chr2R:15555000-15557500	4.549787615779432	-4.326790346966862	1.4893792567590303	-2.9050964200899316	0.003671399811612349	0.0456100280748932
DGRP-57_locus1_chr2R:15555000-15557500_chr2R:15557500-15560000	4.065511967997275	-4.1517628509045075	1.4926159422767993	-2.7815345751777993	0.005410256736850664	0.04642190692389491
DGRP-57_locus1_chr2R:15557500-15560000_chr2R:15562500-15565000	4.1115664061050285	-4.162078351960267	1.5037179901417668	-2.7678583213384824	0.00564259793544575	0.04649867084003069
DGRP-57_locus1_chr2R:15682500-15685000_chr2R:15687500-15690000	3.9964303108356454	-4.139217737932669	1.4939959647310956	-2.77056821815291	0.005595857695701037	0.04649867084003069
DGRP-57_locus1_chr2R:15687500-15690000_chr2R:15690000-15692500	4.695744011062443	-4.3644560445290725	1.485096826269649	-2.9388360188553917	0.003294473275139691	0.0447776088553021
DGRP-57_locus1_chr2R:15742500-15745000_chr2R:15745000-15747500	4.94160236352071	-4.430586196518048	1.4898331949739332	-2.9738807078973477	0.0029405937133415274	0.044235431899137846
DGRP-57_locus1_chr2R:15770000-15772500_chr2R:15772500-15775000	3.8887352727006386	-4.085604872587268	1.4970136665901332	-2.7291700562048806	0.006349395172520634	0.04678308388380842
DGRP-57_locus1_chr2R:15830000-15832500_chr2R:15832500-15835000	4.7533120586971345	-4.374230027655404	1.4911736145091858	-2.933414315472022	0.0033525617806783215	0.04481916354307421
DGRP-57_locus1_chr2R:15862500-15865000_chr2R:15865000-15867500	6.401870364001558	-4.810079511988624	1.478313809487417	-3.253760792274846	0.0011388813534455738	0.038548824679796694
DGRP-57_locus1_chr2R:15910000-15912500_chr2R:15912500-15915000	5.844792530490583	-4.687989867495379	1.4842985814722016	-3.1583873527963595	0.001586446079230832	0.041540697545108515
DGRP-57_locus1_chr2R:15965000-15967500_chr2R:15967500-15970000	4.595842053887186	-4.334376212254457	1.4857041678069103	-2.9173884721966905	0.0035297585434689947	0.04511936872923524
DGRP-57_locus1_chr2R:1597500-1600000_chr2R:1632500-1635000	14.613576343416394	-4.496893642036691	1.4606011163512662	-3.078796525413044	0.002078385803423275	0.043105327753135116
DGRP-57_locus1_chr2R:15980000-15982500_chr2R:15982500-15985000	10.95827267458281	-2.976111576402312	1.0579751126003722	-2.8130260730683894	0.004907767158399595	0.04616608837988087
DGRP-57_locus1_chr2R:16002500-16005000_chr2R:16005000-16007500	12.910257379980193	-3.23597188641514	1.0555505684992337	-3.0656720606157197	0.0021718137715500806	0.043179568075670895
DGRP-57_locus1_chr2R:16012500-16015000_chr2R:16015000-16017500	4.2961361823614155	-4.240190563623461	1.4886475023587122	-2.848350974226619	0.004394642985573537	0.045783427866442274
DGRP-57_locus1_chr2R:16097500-16100000_chr2R:16100000-16102500	4.764825668224073	-4.376616049316229	1.493943422028411	-2.929572823697601	0.003394282676215536	0.04511936872923524
DGRP-57_locus1_chr2R:16145000-16147500_chr2R:16147500-16150000	7.208879102363362	-4.984984163817709	1.475467756867119	-3.3785788544796085	0.0007286153310187055	0.0334499529729369
DGRP-57_locus1_chr2R:16162500-16165000_chr2R:16165000-16167500	7.627793621551078	-5.070143824381954	1.4772142061714613	-3.4322333235085734	0.0005986322952703119	0.030570267422613033
DGRP-57_locus1_chr2R:16162500-16165000_chr2R:16172500-16175000	3.88501474413345	-4.101240719970508	1.4994350928844826	-2.7351905657222537	0.00623441715509282	0.04678308388380842
DGRP-57_locus1_chr2R:16165000-16167500_chr2R:16167500-16170000	11.817416601801146	-3.0907348469514204	1.0585744288773353	-2.9197142521468997	0.0035035247071738608	0.04511936872923524
DGRP-57_locus1_chr2R:16167500-16170000_chr2R:16170000-16172500	11.446268850932155	-3.0455154727755107	1.0566733278397893	-2.88217313008327	0.0039494266552990796	0.0456100280748932
DGRP-57_locus1_chr2R:16230000-16232500_chr2R:16240000-16242500	3.8541944441198233	-4.078820952348169	1.493500939790281	-2.7310467932620925	0.006313350699810729	0.04678308388380842
DGRP-57_locus1_chr2R:16307500-16310000_chr2R:16310000-16312500	4.2615953537806	-4.233805524875671	1.4935258576561965	-2.8347721622441946	0.004585837792236513	0.045947470688034
DGRP-57_locus1_chr2R:16310000-16312500_chr2R:16312500-16315000	4.376731449049984	-4.2545069730051885	1.4945864649522476	-2.8466114693077467	0.00441872561263479	0.045869114323430556
DGRP-57_locus1_chr2R:16315000-16317500_chr2R:16317500-16320000	6.567133449771257	-4.849144453542829	1.4772198490127295	-3.2826152835569182	0.0010284892211545426	0.03737097955886684
DGRP-57_locus1_chr2R:16357500-16360000_chr2R:16360000-16362500	7.1858518833094855	-4.982346752637025	1.4764094451886536	-3.3746375498162626	0.0007391296809531012	0.03359077985351834
DGRP-57_locus1_chr2R:16357500-16360000_chr2R:16362500-16365000	4.837979877778265	-4.414053639422583	1.4863227329981272	-2.969781421911512	0.0029801170887556153	0.04441490685931487
DGRP-57_locus1_chr2R:16360000-16362500_chr2R:16362500-16365000	10.399482510860864	-2.8829424957502883	1.0611947930733188	-2.716694912722874	0.0065937357363542465	0.047566771700280626
DGRP-57_locus1_chr2R:16365000-16367500_chr2R:16370000-16372500	6.021215734929074	2.258605573794716	0.7315455861266803	3.08744337554324	0.0020188623019520248	0.043089609965560105
DGRP-57_locus1_chr2R:16537500-16540000_chr2R:16542500-16545000	14.555921519049985	-5.994122000342445	1.4678405724920867	-4.083632863592044	4.433706025758363e-05	0.00497759421015105
DGRP-57_locus1_chr2R:16562500-16565000_chr2R:16567500-16570000	4.130873096591717	-4.179780850963377	1.4898065595172447	-2.805586285187111	0.005022513223274233	0.04616608837988087
DGRP-57_locus1_chr2R:16577500-16580000_chr2R:16587500-16590000	4.173207006132282	-4.203002950169275	1.493500735966909	-2.814195432885545	0.004889949000928686	0.04616608837988087
DGRP-57_locus1_chr2R:16645000-16647500_chr2R:16650000-16652500	5.106865449290408	-4.480854673425983	1.4851542836636504	-3.017097094028773	0.0025520805354541216	0.044058643131121136
DGRP-57_locus1_chr2R:16647500-16650000_chr2R:16652500-16655000	4.207747834713096	-4.2093448963614835	1.4892316004678814	-2.8265213382787517	0.004705660878631347	0.045947470688034
DGRP-57_locus1_chr2R:16875000-16877500_chr2R:16877500-16880000	5.602654706599504	-4.6231816209890715	1.4812983320195137	-3.121033434693808	0.0018021757156357382	0.04237241250303014
DGRP-57_locus1_chr2R:16877500-16880000_chr2R:16880000-16882500	5.02627018260184	-4.4687938768447815	1.485105029861317	-3.0090759824994255	0.0026204357154491573	0.04423476209630036
DGRP-57_locus1_chr2R:16992500-16995000_chr2R:16997500-17000000	4.641896491994939	-4.341907869848349	1.4887792647921416	-2.9164215089028334	0.0035407179936454113	0.04511936872923524
DGRP-57_locus1_chr2R:16995000-16997500_chr2R:16997500-17000000	13.423640997565006	-3.29487214231448	1.0561317072016132	-3.119754969808416	0.0018100153687089762	0.04237241250303014
DGRP-57_locus1_chr2R:16997500-17000000_chr2R:17000000-17002500	10.530204768049746	-2.906967651444634	1.05804633821738	-2.7474861416205627	0.006005404676300182	0.04671788706655733
DGRP-57_locus1_chr2R:17020000-17022500_chr2R:17022500-17025000	11.380907722337714	-3.0346445741420958	1.0572496600272772	-2.8703197445944806	0.004100569176474826	0.0456100280748932
DGRP-57_locus1_chr2R:17022500-17025000_chr2R:17025000-17027500	8.296287021764249	-5.1834618242285835	1.4739782388005827	-3.516647456373923	0.00043703383160998246	0.02612800441201631
DGRP-57_locus1_chr2R:17082500-17085000_chr2R:17090000-17092500	5.545086658964812	-4.613972649548013	1.4894923420556836	-3.0976813503989957	0.0019504102057496797	0.04289245127340295
DGRP-57_locus1_chr2R:17145000-17147500_chr2R:17152500-17155000	5.260614925533169	-4.528176387341064	1.4821312532029123	-3.055179072403739	0.0022492618090369397	0.04329903423320906
DGRP-57_locus1_chr2R:17235000-17237500_chr2R:17240000-17242500	4.995449882588213	-4.451203344874819	1.4841349048510972	-2.99919052528544	0.002706979719884884	0.04423476209630036
DGRP-57_locus1_chr2R:17392500-17395000_chr2R:17395000-17397500	5.4604188398836815	-4.580467974220476	1.481693520478515	-3.09137342568739	0.00199232903035679	0.04300639823544441
DGRP-57_locus1_chr2R:17447500-17450000_chr2R:17450000-17452500	4.17692753469947	-4.18824638214054	1.4941751570423114	-2.8030491354381013	0.005062195639054222	0.04616608837988087
DGRP-57_locus1_chr2R:17497500-17500000_chr2R:17505000-17507500	3.9540964012950797	-4.114650413885137	1.4923760603391856	-2.757113654684305	0.005831407877987049	0.04649867084003069
DGRP-57_locus1_chr2R:17595000-17597500_chr2R:17597500-17600000	11.61598713397138	-2.3849464339906388	0.8829677829067336	-2.701057139524825	0.006911946259928189	0.049430065945236884
DGRP-57_locus1_chr2R:17597500-17600000_chr2R:17602500-17605000	5.32597605412761	-4.549727858810298	1.4822206632710426	-3.0695347673602926	0.0021439245031693996	0.043105327753135116
DGRP-57_locus1_chr2R:17605000-17607500_chr2R:17607500-17610000	17.442006918028316	-2.212820814980268	0.6896258333746498	-3.2087266861102623	0.0013332416367756058	0.040095445774732896
DGRP-57_locus1_chr2R:17692500-17695000_chr2R:17695000-17697500	5.429598539870055	-4.565784964806954	1.4907472356968183	-3.0627492411030866	0.00219313753686159	0.04329903423320906
DGRP-57_locus1_chr2R:17727500-17730000_chr2R:17730000-17732500	4.396038139536673	-4.2722806447890616	1.4874534307422969	-2.872211362379949	0.004076102439975348	0.0456100280748932
DGRP-57_locus1_chr2R:17747500-17750000_chr2R:17750000-17752500	3.842680834592885	-4.076699372485265	1.4935079847847355	-2.729613376036188	0.006340864138237753	0.04678308388380842
DGRP-57_locus1_chr2R:17775000-17777500_chr2R:17777500-17780000	16.386779605026653	-2.10490404795436	0.6923935364260613	-3.040040002134157	0.0023654672842594354	0.04358674109157012
DGRP-57_locus1_chr2R:17780000-17782500_chr2R:17782500-17785000	34.36501690649877	-7.236534553241817	1.457026260065434	-4.966646622358631	6.812055381997412e-07	0.00019172019569316882
DGRP-57_locus1_chr2R:17847500-17850000_chr2R:17850000-17852500	4.7533120586971345	-4.374230027655404	1.4911736145091858	-2.933414315472022	0.0033525617806783215	0.04481916354307421
DGRP-57_locus1_chr2R:17850000-17852500_chr2R:17852500-17855000	13.04071439007542	-2.585542294413396	0.8837893101298373	-2.9255188592782986	0.003438823317280295	0.04511936872923524
DGRP-57_locus1_chr2R:17855000-17857500_chr2R:17860000-17862500	4.153900315645593	-4.183803227416046	1.4909144711960232	-2.8061993549903415	0.00501296676430632	0.04616608837988087
DGRP-57_locus1_chr2R:17855000-17857500_chr2R:17862500-17865000	5.902360578125274	-4.696095061587825	1.4795504967364943	-3.1740012064111336	0.0015035306584318996	0.04089009336578053
DGRP-57_locus1_chr2R:17860000-17862500_chr2R:17862500-17865000	10.480343024643087	-3.993093249187362	1.465670806003055	-2.724413444569243	0.00644158123395554	0.04686143008700952
DGRP-57_locus1_chr2R:17877500-17880000_chr2R:17880000-17882500	19.938460788117794	-2.819629247815385	0.76006345827375	-3.7097287300448625	0.00020748143707250742	0.01628336640502674
DGRP-57_locus1_chr2R:17880000-17882500_chr2R:17885000-17887500	4.960909054007399	-4.4461063779899845	1.48361015759516	-2.9968158112349723	0.0027281549336417685	0.04423476209630036
DGRP-57_locus1_chr2R:17880000-17882500_chr2R:17895000-17897500	4.4536061871713635	-4.281939946635867	1.4902938080947619	-2.873218638752873	0.004063128165329068	0.0456100280748932
DGRP-57_locus1_chr2R:17887500-17890000_chr2R:17895000-17897500	4.595842053887186	-4.334376212254457	1.4857041678069103	-2.9173884721966905	0.0035297585434689947	0.04511936872923524
DGRP-57_locus1_chr2R:17892500-17895000_chr2R:17895000-17897500	3.819653615539008	-4.072335140043268	1.495256642240871	-2.7235024577053544	0.006459373500289804	0.04686143008700952
DGRP-57_locus1_chr2R:17895000-17897500_chr2R:17897500-17900000	4.849493487305203	-4.415912272101578	1.485141432778534	-2.973395108801119	0.0029452505244296117	0.044235431899137846
DGRP-57_locus1_chr2R:18042500-18045000_chr2R:18047500-18050000	4.388245058576922	-4.2571040611912725	1.497729755544876	-2.842371292571758	0.004477930765619979	0.045947470688034
DGRP-57_locus1_chr2R:18077500-18080000_chr2R:18085000-18087500	8.253953112223684	-5.1730870885338405	1.4789823314745236	-3.4977342044217314	0.0004692285180984934	0.027209167359029736
DGRP-57_locus1_chr2R:18102500-18105000_chr2R:18105000-18107500	4.960909054007399	-4.4461063779899845	1.48361015759516	-2.9968158112349723	0.0027281549336417685	0.04423476209630036
DGRP-57_locus1_chr2R:18102500-18105000_chr2R:18107500-18110000	4.684230401535505	-4.362696222083512	1.4851430442895484	-2.9375596100714367	0.0033080656877839494	0.0447776088553021
DGRP-57_locus1_chr2R:18105000-18107500_chr2R:18115000-18117500	4.053998358470337	-4.149628105568531	1.4915250822678057	-2.7821376622504954	0.0054002128493633485	0.04642190692389491
DGRP-57_locus1_chr2R:18107500-18110000_chr2R:18115000-18117500	4.33847009190198	-4.2614012689691245	1.4968052710136455	-2.8469977701797364	0.004413367150884608	0.045869114323430556
DGRP-57_locus1_chr2R:18110000-18112500_chr2R:18115000-18117500	11.164422586775757	-4.09341009103042	1.4653993162157306	-2.7933751884102858	0.005216115380315168	0.04642190692389491
DGRP-57_locus1_chr2R:18187500-18190000_chr2R:18190000-18192500	5.091631311196281	-4.49048040727148	1.4890765614921893	-3.0156141889518517	0.002564593522192029	0.044058643131121136
DGRP-57_locus1_chr2R:18205000-18207500_chr2R:18207500-18210000	4.053998358470337	-4.149628105568531	1.4915250822678057	-2.7821376622504954	0.0054002128493633485	0.04642190692389491
DGRP-57_locus1_chr2R:18255000-18257500_chr2R:18257500-18260000	6.301968406826301	-4.787969323354974	1.4784229976262278	-3.2385652354181387	0.001201325443780435	0.03879242661280857
DGRP-57_locus1_chr2R:18290000-18292500_chr2R:18295000-18297500	4.10784587753784	-4.175802587774178	1.4906588826366747	-2.801313322862992	0.005089507760505444	0.04616608837988087
DGRP-57_locus1_chr2R:18295000-18297500_chr2R:18297500-18300000	7.788984154928214	-5.088816077836027	1.4812285142032662	-3.4355374805711434	0.0005913796537524179	0.030482087750490196
DGRP-57_locus1_chr2R:18300000-18302500_chr2R:18302500-18305000	5.894567497165524	-4.685442327186353	1.48694007056029	-3.151063327939534	0.0016267721416140138	0.04185137506363598
DGRP-57_locus1_chr2R:18397500-18400000_chr2R:18402500-18405000	4.872520706359079	-4.419409070137302	1.4839938729602722	-2.978050752542166	0.0029008794521598606	0.044235431899137846
DGRP-57_locus1_chr2R:18445000-18447500_chr2R:18447500-18450000	7.0551296261206025	-4.9508412671435815	1.4761093776385221	-3.35397995713836	0.0007965813254257033	0.034200735526895995
DGRP-57_locus1_chr2R:18450000-18452500_chr2R:18452500-18455000	10.80688342052164	-2.9496117900490173	1.0574147727045986	-2.7894558182733338	0.005279669954896716	0.04642190692389491
DGRP-57_locus1_chr2R:18452500-18455000_chr2R:18455000-18457500	4.618869272941062	-4.337995647087719	1.4863798601673575	-2.9184973258446103	0.0035172289206980172	0.04511936872923524
DGRP-57_locus1_chr2R:18590000-18592500_chr2R:18600000-18602500	13.838748211453815	-4.413362721800591	1.464107162189829	-3.014371376477411	0.002575123757190552	0.044058643131121136
DGRP-57_locus1_chr2R:18677500-18680000_chr2R:18685000-18687500	5.909800168226879	2.400681942416918	0.7417807565034745	3.2363766805342746	0.0012105752090256464	0.03879242661280857
DGRP-57_locus1_chr2R:18695000-18697500_chr2R:18697500-18700000	4.826466268251326	-4.412075446522528	1.487968323715355	-2.9651675887198174	0.003025180804176998	0.044594417362363754
DGRP-57_locus1_chr2R:18772500-18775000_chr2R:18775000-18777500	4.94160236352071	-4.430586196518048	1.4898331949739332	-2.9738807078973477	0.0029405937133415274	0.044235431899137846
DGRP-57_locus1_chr2R:18887500-18890000_chr2R:18890000-18892500	4.384524530009734	-4.270370977629619	1.4882165767006683	-2.869455322891849	0.0041117941646025575	0.0456100280748932
DGRP-57_locus1_chr2R:18962500-18965000_chr2R:18965000-18967500	6.202066449651044	-4.765528704526523	1.4785965154392726	-3.2230082072868567	0.0012685191902619703	0.03923032044896438
DGRP-57_locus1_chr2R:19237500-19240000_chr2R:19240000-19242500	4.199954753753347	-4.193467937690693	1.5001931376395077	-2.795285375247712	0.005185391962553008	0.04642190692389491
DGRP-57_locus1_chr2R:19360000-19362500_chr2R:19362500-19365000	11.424154770942554	-4.123350295206341	1.464140769944233	-2.8162253110152746	0.004859157578679682	0.04616608837988087
DGRP-57_locus1_chr2R:19377500-19380000_chr2R:19380000-19382500	12.02501359711141	-3.122571561940377	1.0549828516300888	-2.9598315812580167	0.003078072638350578	0.044594417362363754
DGRP-57_locus1_chr2R:19380000-19382500_chr2R:19385000-19387500	4.672716792008566	-4.360916466782891	1.485579156597373	-2.935499227635436	0.003330114403917593	0.0447776088553021
DGRP-57_locus1_chr2R:19400000-19402500_chr2R:19412500-19415000	4.142386706118655	-4.1817626452380505	1.4901114636900106	-2.8063421744858053	0.005010745198169646	0.04616608837988087
DGRP-57_locus1_chr2R:19410000-19412500_chr2R:19412500-19415000	4.084818658483964	-4.17148187473732	1.4936639714881927	-2.7927846921159367	0.005225646139050816	0.04642190692389491
DGRP-57_locus1_chr2R:19425000-19427500_chr2R:19432500-19435000	3.9425827917681415	-4.112573801238643	1.4920904644018584	-2.7562496372411776	0.005846835429364196	0.04649867084003069
DGRP-57_locus1_chr2R:19427500-19430000_chr2R:19432500-19435000	11.78830863199849	-3.0947791858380524	1.0567046069015917	-2.9287079526532827	0.003403740644499683	0.04511936872923524
DGRP-57_locus1_chr2R:19432500-19435000_chr2R:19435000-19437500	3.88501474413345	-4.101240719970508	1.4994350928844826	-2.7351905657222537	0.00623441715509282	0.04678308388380842
DGRP-57_locus1_chr2R:19567500-19570000_chr2R:19570000-19572500	5.959928625759966	-4.7038412365249815	1.4821338462281601	-3.1736953099719383	0.0015051159984557129	0.04089009336578053
DGRP-57_locus1_chr2R:19582500-19585000_chr2R:19585000-19587500	4.653410101521877	-4.344064525815977	1.490721417511369	-2.9140686346802602	0.0035675146306831103	0.045236192907259706
DGRP-57_locus1_chr2R:19877500-19880000_chr2R:19880000-19882500	4.461399268131114	-4.2978935506998575	1.4893570585757696	-2.8857375240896315	0.003904976756253959	0.0456100280748932
DGRP-57_locus1_chr2R:19955000-19957500_chr2R:19962500-19965000	16.743784827227728	-3.6451627802818356	1.0489233942002563	-3.475146803319286	0.0005105738544677808	0.02814624231585671
DGRP-57_locus1_chr2R:20035000-20037500_chr2R:20040000-20042500	4.7533120586971345	-4.374230027655404	1.4911736145091858	-2.933414315472022	0.0033525617806783215	0.04481916354307421
DGRP-57_locus1_chr2R:20040000-20042500_chr2R:20042500-20045000	4.707257620589381	-4.366232746824859	1.4854372428375249	-2.939358608300648	0.003288922939612874	0.0447776088553021
DGRP-57_locus1_chr2R:20262500-20265000_chr2R:20267500-20270000	5.77163832093639	-4.657367594835949	1.4828739857296134	-3.1407709890765942	0.0016850373781417927	0.042025272059053764
DGRP-57_locus1_chr2R:20275000-20277500_chr2R:20277500-20280000	4.03097113941646	-4.1455615302936035	1.490929662605309	-2.7805211971230666	0.005427171647526397	0.04642190692389491
DGRP-57_locus1_chr2R:20432500-20435000_chr2R:20435000-20437500	3.908041963187326	-4.106179264517968	1.4945200310811504	-2.747490283919124	0.006005328817855883	0.04671788706655733
DGRP-57_locus1_chr2R:20527500-20530000_chr2R:20530000-20532500	4.607355663414124	-4.336168280975765	1.4858399874103176	-2.9183278937951505	0.0035191408150045097	0.04511936872923524
DGRP-57_locus1_chr2R:20530000-20532500_chr2R:20532500-20535000	7.520098583416071	-5.043400973810862	1.4747565095221529	-3.419819435443627	0.0006266271391559998	0.03131206985144741
DGRP-57_locus1_chr2R:20530000-20532500_chr2R:20535000-20537500	4.830186796818515	-4.399495244716393	1.4874875987074263	-2.957668520086754	0.0030997526114154043	0.044594417362363754
DGRP-57_locus1_chr2R:20532500-20535000_chr2R:20535000-20537500	6.866839321297027	-4.911812983380868	1.4766370890572498	-3.32635081414404	0.0008799110786543637	0.035598664189818406
DGRP-57_locus1_chr2R:20537500-20540000_chr2R:20547500-20550000	4.983936273061275	-4.449480602397007	1.4836033832250828	-2.9991038391437534	0.002707750047614689	0.04423476209630036
DGRP-57_locus1_chr2R:20545000-20547500_chr2R:20547500-20550000	5.925387797179151	-4.69907863461553	1.4797214778532732	-3.175650759244763	0.0014950081630225559	0.04089009336578053
DGRP-57_locus1_chr2R:20592500-20595000_chr2R:20595000-20597500	5.24910131600623	-4.526558956969429	1.4821007815621727	-3.0541505768577477	0.002256987666365139	0.04329903423320906
DGRP-57_locus1_chr2R:20595000-20597500_chr2R:20597500-20600000	6.4672314925959995	-4.8276503923469845	1.4775596352381395	-3.26731339785748	0.0010857341556717518	0.03814539638851946
DGRP-57_locus1_chr2R:20617500-20620000_chr2R:20620000-20622500	3.9425827917681415	-4.112573801238643	1.4920904644018584	-2.7562496372411776	0.005846835429364196	0.04649867084003069
DGRP-57_locus1_chr2R:20622500-20625000_chr2R:20625000-20627500	16.14183439163266	-2.4649654896581588	0.7631784370943614	-3.2298678393522064	0.0012384745278486522	0.03911336413481167
DGRP-57_locus1_chr2R:20625000-20627500_chr2R:20627500-20630000	14.64439664343002	-4.50235292777887	1.4612280312614039	-3.0812117147056215	0.00206160004246192	0.043105327753135116
DGRP-57_locus1_chr2R:20645000-20647500_chr2R:20647500-20650000	6.2328867496646705	-4.779125278351443	1.480928660184258	-3.227113774512826	0.0012504572812914942	0.03923032044896438
DGRP-57_locus1_chr2R:20782500-20785000_chr2R:20787500-20790000	26.687096294447368	-6.869388784466589	1.4640653711543232	-4.691995944860379	2.705524917026863e-06	0.0005933298743561444
DGRP-57_locus1_chr2R:20787500-20790000_chr2R:20790000-20792500	4.630382882468	-4.339896335473507	1.4873464544625876	-2.9178785631634234	0.003524215703101629	0.04511936872923524
DGRP-57_locus1_chr2R:20842500-20845000_chr2R:20845000-20847500	3.831167225065946	-4.0745560174217195	1.4940818124319362	-2.7271304579964815	0.0063887774522554145	0.04678308388380842
DGRP-57_locus1_chr2R:20842500-20845000_chr2R:20847500-20850000	4.738077920603008	-4.3848902320510055	1.4877919060282945	-2.94724700025866	0.003206169928439887	0.0447776088553021
DGRP-57_locus1_chr2R:20842500-20845000_chr2R:20850000-20852500	4.561301225306371	-4.328827607052138	1.4877634416125425	-2.90962090207046	0.0036186739439685012	0.045451099322289426
DGRP-57_locus1_chr2R:20850000-20852500_chr2R:20860000-20862500	4.349983701428918	-4.263924395729734	1.493673483816673	-2.8546562832691147	0.00430834284297224	0.045783427866442274
DGRP-57_locus1_chr2R:20857500-20860000_chr2R:20870000-20872500	5.844792530490583	-4.687989867495379	1.4842985814722016	-3.1583873527963595	0.001586446079230832	0.041540697545108515
DGRP-57_locus1_chr2R:20867500-20870000_chr2R:20872500-20875000	4.9493954444804595	-4.444389522220656	1.484151051972712	-2.99456683759597	0.0027483483434278706	0.04423476209630036
DGRP-57_locus1_chr2R:20870000-20872500_chr2R:20872500-20875000	19.028924623305485	-2.3615184187084455	0.6908694105139395	-3.4181834986031676	0.000630405896588228	0.03131206985144741
DGRP-57_locus1_chr2R:20877500-20880000_chr2R:20880000-20882500	5.614168316126442	-4.624758586803517	1.480768981450906	-3.123214116946201	0.0017888755696507145	0.04232242922680106
DGRP-57_locus1_chr2R:20960000-20962500_chr2R:20962500-20965000	7.431710235767753	-5.025868906091592	1.475136675064106	-3.407053048744232	0.0006566836241996864	0.03202429548777543
